,movie_id,averagerating,numvotes,primary_title,original_title,start_year,runtime_minutes,genres,ordering,title,region,language,types,attributes,is_original_title,id,release_date,production_budget,domestic_gross_movie_budgets,worldwide_gross_movie_budgets
619,tt2443822,5.4,4251,The Boy,The Boy,2015,105.0,"Drama,Horror,Thriller",3,theboy,US,en,working,,0.0,68,"Jan 22, 2016","$10,000,000","$35,819,556","$68,220,952"
618,tt3882082,6.0,68957,The Boy,The Boy,2016,97.0,"Horror,Mystery,Thriller",19,theboy,US,,working,,0.0,68,"Jan 22, 2016","$10,000,000","$35,819,556","$68,220,952"
653,tt1666335,5.8,7350,The Calling,The Calling,2014,108.0,"Drama,Thriller",10,thecalling,US,,,,0.0,43,"Dec 31, 2009","$2,500,000",$0,$0
654,tt1666335,5.8,7350,The Calling,The Calling,2014,108.0,"Drama,Thriller",10,thecalling,US,,,,0.0,55,"Mar 1, 2002","$160,000","$32,092","$32,092"
1888,tt1790886,6.1,118678,The Campaign,The Campaign,2012,85.0,Comedy,16,thecampaign,US,,working,,0.0,18,"Aug 10, 2012","$95,000,000","$86,907,746","$104,907,746"
1887,tt2411684,6.9,14,The Campaign,The Campaign,2013,60.0,Documentary,1,thecampaign,US,,,,0.0,18,"Aug 10, 2012","$95,000,000","$86,907,746","$104,907,746"
927,tt4287320,5.3,72536,The Circle,The Circle,2017,110.0,"Drama,Sci-Fi,Thriller",1,thecircle,US,,,fake working title,0.0,4,"Apr 28, 2017","$18,000,000","$20,497,844","$40,651,864"
928,tt3148952,7.3,1316,The Circle,Der Kreis,2014,102.0,"Biography,Drama,Romance",4,thecircle,US,,alternative,,0.0,4,"Apr 28, 2017","$18,000,000","$20,497,844","$40,651,864"
1185,tt4249090,6.4,8,The Darkest Hour,The Darkest Hour,2014,52.0,"Documentary,News",1,thedarkesthour,US,,,,0.0,58,"Dec 25, 2011","$34,800,000","$21,443,494","$62,831,715"
1184,tt1093357,4.9,55071,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",27,thedarkesthour,US,,,,0.0,58,"Dec 25, 2011","$34,800,000","$21,443,494","$62,831,715"
566,tt2698966,6.1,624,The Debt,Oliver's Deal,2015,99.0,"Drama,Mystery,Thriller",7,thedebt,US,en,imdbDisplay,,0.0,65,"Aug 31, 2011","$20,000,000","$31,177,548","$46,604,054"
565,tt1226753,6.9,61046,The Debt,The Debt,2010,113.0,"Drama,Thriller",13,thedebt,US,,imdbDisplay,,0.0,65,"Aug 31, 2011","$20,000,000","$31,177,548","$46,604,054"
989,tt2254110,6.7,163,The Divide,The Divide,2015,78.0,Documentary,1,thedivide,US,,alternative,,0.0,53,"Jan 13, 2012","$3,000,000","$18,000","$156,362"
990,tt4121152,7.9,7,The Divide,The Divide,2018,,Western,1,thedivide,US,,,,0.0,53,"Jan 13, 2012","$3,000,000","$18,000","$156,362"
249,tt4155318,7.5,15,The Family,The Family,2013,152.0,"Comedy,Crime,Drama",1,thefamily,US,,,,0.0,22,"Sep 13, 2013","$30,000,000","$36,918,811","$51,078,541"
248,tt6107516,6.6,325,The Family,La familia,2017,82.0,Drama,7,thefamily,US,,imdbDisplay,,0.0,22,"Sep 13, 2013","$30,000,000","$36,918,811","$51,078,541"
247,tt2404311,6.3,102576,The Family,The Family,2013,111.0,"Comedy,Crime,Thriller",15,thefamily,US,,imdbDisplay,,0.0,22,"Sep 13, 2013","$30,000,000","$36,918,811","$51,078,541"
246,tt1728973,5.0,833,The Family,The Family,2011,88.0,"Horror,Thriller",3,thefamily,US,,,new title,0.0,22,"Sep 13, 2013","$30,000,000","$36,918,811","$51,078,541"
1414,tt1488602,3.5,135,The Forest,The Forest,2011,98.0,"Horror,Thriller",2,theforest,US,,working,,0.0,92,"Jan 8, 2016","$10,000,000","$26,594,261","$40,749,230"
1415,tt3387542,4.8,36423,The Forest,The Forest,2016,93.0,"Horror,Mystery,Thriller",7,theforest,US,,,,0.0,92,"Jan 8, 2016","$10,000,000","$26,594,261","$40,749,230"
398,tt4276820,7.2,97841,The Founder,The Founder,2016,115.0,"Biography,Drama,History",3,thefounder,US,,,,0.0,90,"Jan 20, 2017","$15,000,000","$12,786,053","$24,403,192"
399,tt2262282,5.9,33,The Founder,Der Gründer,2012,108.0,"Comedy,Sci-Fi",2,thefounder,US,,imdbDisplay,,0.0,90,"Jan 20, 2017","$15,000,000","$12,786,053","$24,403,192"
765,tt1828325,7.0,10,The Gambler,The Gambler,2015,105.0,Drama,1,thegambler,US,,,,0.0,25,"Dec 10, 2014","$25,000,000","$33,680,992","$38,718,031"
766,tt1828325,7.0,10,The Gambler,The Gambler,2015,105.0,Drama,1,thegambler,US,,,,0.0,50,"Aug 4, 1999","$3,000,000","$51,773","$101,773"
767,tt2039393,6.0,59995,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller",11,thegambler,US,,,,0.0,25,"Dec 10, 2014","$25,000,000","$33,680,992","$38,718,031"
768,tt2039393,6.0,59995,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller",11,thegambler,US,,,,0.0,50,"Aug 4, 1999","$3,000,000","$51,773","$101,773"
1136,tt4178092,7.1,123834,The Gift,The Gift,2015,108.0,"Drama,Mystery,Thriller",22,thegift,US,,working,,0.0,28,"Dec 19, 2000","$10,000,000","$12,008,642","$44,567,606"
1134,tt1494821,7.8,12,The Gift,The Gift,2010,,Drama,1,thegift,US,,,,0.0,28,"Dec 19, 2000","$10,000,000","$12,008,642","$44,567,606"
1135,tt1494821,7.8,12,The Gift,The Gift,2010,,Drama,1,thegift,US,,,,0.0,63,"Aug 7, 2015","$5,000,000","$43,787,265","$58,978,477"
1139,tt1644694,5.9,7,The Gift,The Gift,2010,,"Animation,Drama",1,thegift,US,,,,0.0,63,"Aug 7, 2015","$5,000,000","$43,787,265","$58,978,477"
1138,tt1644694,5.9,7,The Gift,The Gift,2010,,"Animation,Drama",1,thegift,US,,,,0.0,28,"Dec 19, 2000","$10,000,000","$12,008,642","$44,567,606"
1137,tt4178092,7.1,123834,The Gift,The Gift,2015,108.0,"Drama,Mystery,Thriller",22,thegift,US,,working,,0.0,63,"Aug 7, 2015","$5,000,000","$43,787,265","$58,978,477"
541,tt2387589,4.4,819,The Girl on the Train,The Girl on the Train,2013,80.0,Thriller,1,thegirlonthetrain,US,,,,0.0,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
540,tt3631112,6.5,150977,The Girl on the Train,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",2,thegirlonthetrain,US,,imdbDisplay,,0.0,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
325,tt1343092,7.3,433165,The Great Gatsby,The Great Gatsby,2013,143.0,"Drama,Romance",13,thegreatgatsby,US,,imdbDisplay,,0.0,100,"Mar 29, 1974","$7,000,000","$26,533,200","$26,533,200"
324,tt1343092,7.3,433165,The Great Gatsby,The Great Gatsby,2013,143.0,"Drama,Romance",13,thegreatgatsby,US,,imdbDisplay,,0.0,70,"May 10, 2013","$190,000,000","$144,840,419","$351,040,419"
2,tt3096900,6.5,13,The Hammer,The Hammer,2015,75.0,"Action,Adventure,Documentary",1,thehammer,US,,,,0.0,50,"Mar 21, 2008","$850,000","$442,638","$442,638"
1,tt1094666,7.0,1613,The Hammer,Hamill,2010,108.0,"Biography,Drama,Sport",4,thehammer,US,,festival,,0.0,50,"Mar 21, 2008","$850,000","$442,638","$442,638"
1309,tt3149900,4.7,1058,The Hunted,The Hunted,2013,89.0,"Horror,Mystery,Thriller",5,thehunted,US,,,,0.0,28,"Mar 14, 2003","$55,000,000","$34,234,008","$47,213,095"
1308,tt2322932,6.5,53,The Hunted,The Hunted,2015,90.0,"Action,Comedy,Horror",1,thehunted,US,,,,0.0,28,"Mar 14, 2003","$55,000,000","$34,234,008","$47,213,095"
467,tt6246092,7.3,84,The Judge,The Judge,2017,76.0,Documentary,1,thejudge,US,,,,0.0,41,"Oct 10, 2014","$50,000,000","$47,119,388","$76,119,388"
468,tt1872194,7.4,162952,The Judge,The Judge,2014,141.0,"Crime,Drama",32,thejudge,US,,,,0.0,41,"Oct 10, 2014","$50,000,000","$47,119,388","$76,119,388"
1798,tt3040964,7.4,240821,The Jungle Book,The Jungle Book,2016,106.0,"Adventure,Drama,Family",1,thejunglebook,US,,imdbDisplay,,0.0,96,"Dec 25, 1994","$27,000,000","$44,342,956","$44,342,956"
1797,tt3040964,7.4,240821,The Jungle Book,The Jungle Book,2016,106.0,"Adventure,Drama,Family",1,thejunglebook,US,,imdbDisplay,,0.0,97,"Apr 15, 2016","$175,000,000","$364,001,123","$962,854,547"
80,tt1155076,6.2,146401,The Karate Kid,The Karate Kid,2010,140.0,"Action,Drama,Family",14,thekaratekid,US,,working,,0.0,77,"Jun 11, 2010","$40,000,000","$176,591,618","$351,774,938"
81,tt1155076,6.2,146401,The Karate Kid,The Karate Kid,2010,140.0,"Action,Drama,Family",14,thekaratekid,US,,working,,0.0,63,"Jun 22, 1984","$8,000,000","$90,815,558","$90,815,558"
1627,tt3439758,6.4,16,The Kid,The Kid,2015,49.0,"Comedy,Drama,Family",1,thekid,US,,,,0.0,94,"Jul 7, 2000","$65,000,000","$69,688,384","$69,688,384"
1626,tt4975920,6.0,1573,The Kid,The Kid,2019,100.0,"Biography,Drama,Western",6,thekid,US,,imdbDisplay,,0.0,94,"Jul 7, 2000","$65,000,000","$69,688,384","$69,688,384"
1449,tt2345759,5.5,154345,The Mummy,The Mummy,2017,110.0,"Action,Adventure,Fantasy",19,themummy,US,,working,,0.0,65,"Jun 9, 2017","$195,000,000","$80,101,125","$409,953,905"
1450,tt2345759,5.5,154345,The Mummy,The Mummy,2017,110.0,"Action,Adventure,Fantasy",19,themummy,US,,working,,0.0,44,"May 7, 1999","$80,000,000","$155,385,488","$416,385,488"
512,tt2076954,5.8,65,The Muse,The Muse,2014,90.0,"Horror,Music,Thriller",1,themuse,US,,,,0.0,94,"Aug 27, 1999","$15,000,000","$11,614,954","$11,614,954"
513,tt2042684,6.1,16,The Muse,The Muse,2011,58.0,"Horror,Mystery,Thriller",1,themuse,US,,,,0.0,94,"Aug 27, 1999","$15,000,000","$11,614,954","$11,614,954"
698,tt6006924,4.7,150,The Night Before,The Night Before,2017,81.0,Horror,1,thenightbefore,US,,,,0.0,6,"Nov 20, 2015","$25,000,000","$43,035,725","$52,427,346"
697,tt3530002,6.4,58455,The Night Before,The Night Before,2015,101.0,"Adventure,Comedy,Fantasy",22,thenightbefore,US,,imdbDisplay,,0.0,6,"Nov 20, 2015","$25,000,000","$43,035,725","$52,427,346"
1074,tt0326592,7.5,24,The Overnight,The Overnight,2010,88.0,,1,theovernight,US,,working,,0.0,21,"Jun 19, 2015","$200,000","$1,109,808","$1,165,996"
1073,tt3844362,6.1,14828,The Overnight,The Overnight,2015,79.0,"Comedy,Mystery",6,theovernight,US,,,,0.0,21,"Jun 19, 2015","$200,000","$1,109,808","$1,165,996"
306,tt6026954,7.2,5,The Perfect Host,The Perfect Host,2016,,Fantasy,1,theperfecthost,US,,,,0.0,84,"Jul 1, 2011","$1,000,000","$48,764","$51,587"
307,tt1334553,6.8,23378,The Perfect Host,The Perfect Host,2010,93.0,"Comedy,Crime,Thriller",4,theperfecthost,US,,,,0.0,84,"Jul 1, 2011","$1,000,000","$48,764","$51,587"
1403,tt4192918,8.8,53,The Promise,The Promise,2017,,Comedy,1,thepromise,US,,,,0.0,78,"Apr 21, 2017","$90,000,000","$8,224,288","$10,551,417"
1402,tt4776998,6.1,164555,The Promise,The Promise,2016,133.0,"Drama,History",7,thepromise,US,,imdbDisplay,,0.0,78,"Apr 21, 2017","$90,000,000","$8,224,288","$10,551,417"
170,tt4523246,5.4,27,The Return,The Return,2015,55.0,"Horror,Mystery,Thriller",1,thereturn,US,,,,0.0,43,"Feb 6, 2004","$15,000,000","$501,752","$5,953,886"
169,tt5591342,6.6,42,The Return,The Return,2016,84.0,Documentary,1,thereturn,US,,,,0.0,43,"Feb 6, 2004","$15,000,000","$501,752","$5,953,886"
168,tt4665626,8.2,32,The Return,The Return,2015,100.0,Adventure,1,thereturn,US,,,,0.0,43,"Feb 6, 2004","$15,000,000","$501,752","$5,953,886"
166,tt2578550,6.0,6,The Return,El Regreso,2012,69.0,Drama,2,thereturn,US,,imdbDisplay,,0.0,43,"Feb 6, 2004","$15,000,000","$501,752","$5,953,886"
167,tt1848871,7.2,233,The Return,El regreso,2012,102.0,Drama,1,thereturn,US,,,,0.0,43,"Feb 6, 2004","$15,000,000","$501,752","$5,953,886"
171,tt6673098,6.9,134,The Return,The Return,2017,78.0,"Action,Documentary",1,thereturn,US,,,,0.0,43,"Feb 6, 2004","$15,000,000","$501,752","$5,953,886"
28,tt3300078,6.0,20,The Revenant,The Revenant,2012,80.0,Horror,1,therevenant,US,,,,0.0,27,"Dec 25, 2015","$135,000,000","$183,637,894","$532,938,302"
27,tt1663202,8.0,621193,The Revenant,The Revenant,2015,156.0,"Action,Adventure,Biography",5,therevenant,US,,imdbDisplay,,0.0,27,"Dec 25, 2015","$135,000,000","$183,637,894","$532,938,302"
1165,tt2910814,6.1,58407,The Signal,The Signal,2014,97.0,"Drama,Mystery,Sci-Fi",5,thesignal,US,,,,0.0,26,"Jun 13, 2014","$4,000,000","$600,896","$2,665,322"
1166,tt2910814,6.1,58407,The Signal,The Signal,2014,97.0,"Drama,Mystery,Sci-Fi",5,thesignal,US,,,,0.0,19,"Feb 22, 2008","$50,000","$251,150","$406,299"
931,tt4697228,4.0,250,The Sitter,Charlotte Wakes,2017,97.0,Horror,4,thesitter,US,,,new title,0.0,32,"Dec 9, 2011","$25,000,000","$30,542,576","$38,749,404"
932,tt1366344,5.7,65575,The Sitter,The Sitter,2011,81.0,Comedy,15,thesitter,US,,,,0.0,32,"Dec 9, 2011","$25,000,000","$30,542,576","$38,749,404"
753,tt3343868,3.5,1236,The Veil,The Veil,2017,93.0,"Action,Adventure,Sci-Fi",8,theveil,US,,,,0.0,64,"Dec 31, 2015","$4,000,000",$0,$0
752,tt3533916,4.8,6895,The Veil,The Veil,2016,93.0,Horror,8,theveil,US,,,,0.0,64,"Dec 31, 2015","$4,000,000",$0,$0
664,tt4218696,6.2,20391,The Wall,The Wall,2017,88.0,"Action,Drama,Thriller",4,thewall,US,,,,0.0,29,"May 12, 2017","$3,000,000","$1,803,064","$4,495,262"
665,tt1455256,9.2,8,The Wall,The Wall,2010,78.0,Documentary,1,thewall,US,,,,0.0,29,"May 12, 2017","$3,000,000","$1,803,064","$4,495,262"
1219,tt5497458,5.4,2720,The Watcher,The Watcher,2016,89.0,"Horror,Thriller",2,thewatcher,US,,,,0.0,77,"Sep 8, 2000","$33,000,000","$28,946,615","$47,267,829"
1218,tt3261880,7.8,8,The Watcher,The Watcher,2014,45.0,Drama,1,thewatcher,US,,,,0.0,77,"Sep 8, 2000","$33,000,000","$28,946,615","$47,267,829"
235,tt1386703,6.3,228460,Total Recall,Total Recall,2012,118.0,"Action,Adventure,Mystery",3,totalrecall,US,,,,0.0,79,"Aug 3, 2012","$125,000,000","$58,877,969","$211,856,088"
236,tt1386703,6.3,228460,Total Recall,Total Recall,2012,118.0,"Action,Adventure,Mystery",3,totalrecall,US,,,,0.0,80,"Jun 1, 1990","$65,000,000","$119,394,839","$261,400,000"
278,tt1111235,4.6,77,Trance,Trance,2010,83.0,Horror,1,trance,US,,,,0.0,71,"Apr 5, 2013","$16,000,000","$2,322,593","$22,594,052"
279,tt1111235,4.6,77,Trance,Trance,2010,83.0,Horror,1,trance,US,,,,0.0,31,"Dec 31, 2012","$950,000",$0,$0
549,tt5259692,7.0,243,Trapped,Trapped,2016,90.0,Documentary,1,trapped,US,,,,0.0,87,"Sep 20, 2002","$30,000,000","$6,916,869","$6,916,869"
550,tt2279346,3.5,68,Trapped,Trapped,2014,75.0,Horror,3,trapped,US,,,,0.0,87,"Sep 20, 2002","$30,000,000","$6,916,869","$6,916,869"
551,tt3611318,8.4,21,Trapped,Trapped,2015,56.0,"Drama,Mystery,Thriller",1,trapped,US,,,,0.0,87,"Sep 20, 2002","$30,000,000","$6,916,869","$6,916,869"
209,tt2125681,6.0,14,Truth or Dare,Truth or Dare,2013,85.0,"Horror,Romance,Thriller",1,truthordare,US,,alternative,,0.0,91,"Apr 13, 2018","$3,500,000","$41,411,015","$95,127,344"
208,tt2762738,4.8,554,Truth or Dare,Truth or Dare,2013,84.0,"Horror,Thriller",1,truthordare,US,,,,0.0,91,"Apr 13, 2018","$3,500,000","$41,411,015","$95,127,344"
207,tt6772950,5.2,33621,Truth or Dare,Truth or Dare,2018,100.0,"Horror,Thriller",18,truthordare,US,,,,0.0,91,"Apr 13, 2018","$3,500,000","$41,411,015","$95,127,344"
147,tt1634003,6.5,8197,Underdogs,Metegol,2013,106.0,"Adventure,Animation,Family",15,underdogs,US,,imdbDisplay,,0.0,41,"Aug 16, 2013","$2,500,000","$35,017","$1,392,649"
146,tt2123342,5.8,882,Underdogs,Underdogs,2013,102.0,"Drama,Family,Sport",1,underdogs,US,,,,0.0,41,"Aug 16, 2013","$2,500,000","$35,017","$1,392,649"
526,tt2358925,5.4,29004,Unfinished Business,Unfinished Business,2015,91.0,"Comedy,Drama",19,unfinishedbusiness,US,,working,,0.0,32,"Mar 6, 2015","$35,000,000","$10,219,501","$13,214,051"
527,tt4998626,7.2,8,Unfinished Business,Unfinished Business,2016,,Horror,1,unfinishedbusiness,US,,,,0.0,32,"Mar 6, 2015","$35,000,000","$10,219,501","$13,214,051"
603,tt1247436,5.9,7,Unforgettable,Unforgettable,2010,88.0,Documentary,1,unforgettable,US,,,,0.0,4,"Apr 21, 2017","$12,000,000","$11,368,012","$16,221,211"
602,tt1247436,5.9,7,Unforgettable,Unforgettable,2010,88.0,Documentary,1,unforgettable,US,,,,0.0,39,"Feb 23, 1996","$18,000,000","$2,483,790","$2,483,790"
605,tt3462710,5.1,11489,Unforgettable,Unforgettable,2017,100.0,"Drama,Thriller",14,unforgettable,US,,,,0.0,4,"Apr 21, 2017","$12,000,000","$11,368,012","$16,221,211"
604,tt3462710,5.1,11489,Unforgettable,Unforgettable,2017,100.0,"Drama,Thriller",14,unforgettable,US,,,,0.0,39,"Feb 23, 1996","$18,000,000","$2,483,790","$2,483,790"
328,tt1401152,6.9,235167,Unknown,Unknown,2011,113.0,"Action,Mystery,Thriller",12,unknown,US,,imdbDisplay,,0.0,84,"Nov 3, 2006","$3,700,000","$26,403","$3,355,048"
327,tt1401152,6.9,235167,Unknown,Unknown,2011,113.0,"Action,Mystery,Thriller",12,unknown,US,,imdbDisplay,,0.0,21,"Feb 18, 2011","$40,000,000","$63,686,397","$136,123,083"
329,tt2402731,6.9,14,Unknown,Unknown,2012,96.0,Drama,1,unknown,US,,,,0.0,21,"Feb 18, 2011","$40,000,000","$63,686,397","$136,123,083"
330,tt2402731,6.9,14,Unknown,Unknown,2012,96.0,Drama,1,unknown,US,,,,0.0,84,"Nov 3, 2006","$3,700,000","$26,403","$3,355,048"
409,tt3070502,4.3,551,Unstoppable,Unstoppable,2013,65.0,Documentary,2,unstoppable,US,,,DVD box title,0.0,19,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
408,tt0477080,6.8,173019,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",22,unstoppable,US,,working,,0.0,19,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
1689,tt6739824,8.8,69,Upgrade,Upgrade,2016,,Drama,1,upgrade,US,,,,0.0,89,"Jun 1, 2018","$3,000,000","$11,977,130","$16,553,285"
1690,tt6499752,7.6,104978,Upgrade,Upgrade,2018,100.0,"Action,Sci-Fi,Thriller",17,upgrade,US,,working,,0.0,89,"Jun 1, 2018","$3,000,000","$11,977,130","$16,553,285"
24,tt1524930,6.1,87582,Vacation,Vacation,2015,99.0,"Adventure,Comedy",7,vacation,US,,imdbDisplay,,0.0,28,"Jul 29, 2015","$31,000,000","$58,884,188","$102,306,500"
23,tt1615902,5.4,116,Vacation!,Vacation!,2010,90.0,"Comedy,Crime",2,vacation,US,,,,0.0,28,"Jul 29, 2015","$31,000,000","$58,884,188","$102,306,500"
913,tt1719676,4.5,13,Vamps,Vamps,2010,89.0,"Comedy,Horror,Thriller",1,vamps,US,,,,0.0,79,"Nov 2, 2012","$16,000,000","$3,361","$94,812"
914,tt1545106,5.2,8838,Vamps,Vamps,2012,92.0,"Comedy,Horror,Romance",6,vamps,US,,,,0.0,79,"Nov 2, 2012","$16,000,000","$3,361","$94,812"
113,tt1931601,3.0,162,Venom,Venom,2011,92.0,Thriller,1,venom,US,,,,0.0,14,"Sep 16, 2005","$25,000,000","$881,745","$881,745"
110,tt1270797,6.7,275406,Venom,Venom,2018,112.0,"Action,Sci-Fi,Thriller",9,venom,US,,,fake working title,0.0,3,"Oct 5, 2018","$116,000,000","$213,511,408","$853,628,605"
111,tt1270797,6.7,275406,Venom,Venom,2018,112.0,"Action,Sci-Fi,Thriller",9,venom,US,,,fake working title,0.0,14,"Sep 16, 2005","$25,000,000","$881,745","$881,745"
112,tt1931601,3.0,162,Venom,Venom,2011,92.0,Thriller,1,venom,US,,,,0.0,3,"Oct 5, 2018","$116,000,000","$213,511,408","$853,628,605"
967,tt3480796,4.2,14436,Vice,Vice,2015,96.0,"Action,Adventure,Sci-Fi",7,vice,US,,,,0.0,100,"Dec 25, 2018","$60,000,000","$47,836,282","$70,883,171"
968,tt6266538,7.2,72855,Vice,Vice,2018,132.0,"Biography,Comedy,Drama",6,vice,US,,imdbDisplay,,0.0,100,"Dec 25, 2018","$60,000,000","$47,836,282","$70,883,171"
1685,tt3313072,8.6,143,War Horse,National Theatre Live: War Horse,2014,,Drama,1,warhorse,US,,imdbDisplay,,0.0,12,"Dec 25, 2011","$70,000,000","$79,883,359","$156,815,529"
1686,tt1568911,7.2,136447,War Horse,War Horse,2011,146.0,"Drama,History,War",31,warhorse,US,,,,0.0,12,"Dec 25, 2011","$70,000,000","$79,883,359","$156,815,529"
1570,tt2543472,8.0,111632,Wonder,Wonder,2017,113.0,"Drama,Family",2,wonder,US,,imdbDisplay,,0.0,95,"Nov 17, 2017","$20,000,000","$132,422,809","$304,604,712"
1569,tt1590245,4.9,12,Wonder...,Wonder...,2010,74.0,"Comedy,Drama,Horror",1,wonder,US,,,,0.0,95,"Nov 17, 2017","$20,000,000","$132,422,809","$304,604,712"
362,tt4028068,4.2,20,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,1,wonderwoman,US,,,,0.0,55,"Jun 2, 2017","$150,000,000","$412,563,408","$821,133,378"
361,tt0451279,7.5,487527,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",25,wonderwoman,US,en,,,0.0,55,"Jun 2, 2017","$150,000,000","$412,563,408","$821,133,378"
755,tt3779570,7.9,77,Won't Back Down,Won't Back Down,2014,114.0,Sport,1,wontbackdown,US,,,,0.0,49,"Sep 28, 2012","$19,000,000","$5,310,554","$5,745,503"
756,tt1870529,6.4,5915,Won't Back Down,Won't Back Down,2012,121.0,Drama,18,wontbackdown,US,,working,,0.0,49,"Sep 28, 2012","$19,000,000","$5,310,554","$5,745,503"
