,movie_id,averagerating,numvotes,primary_title,original_title,start_year,runtime_minutes,genres,ordering,title,region,language,types,attributes,is_original_title,id,release_date,production_budget,domestic_gross_movie_budgets,worldwide_gross_movie_budgets
199,tt1517177,6.7,4722,3,3,2010,119.0,"Comedy,Drama,Romance",20,3,US,,imdbDisplay,,0.0,85,"Sep 16, 2011","$7,200,000","$59,774","$295,492"
200,tt5618160,3.9,166,3,3,2018,80.0,"Horror,Mystery,Thriller",2,3,US,,alternative,,0.0,85,"Sep 16, 2011","$7,200,000","$59,774","$295,492"
1637,tt1306980,7.7,300475,50/50,50/50,2011,100.0,"Comedy,Drama,Romance",10,5050,US,,working,,0.0,73,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
1638,tt4487264,9.0,10,50 50,50 50,2016,51.0,Documentary,1,5050,US,,,,0.0,73,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
216,tt7867360,6.1,1592,Abduction,Abduction,2019,106.0,"Action,Sci-Fi",2,abduction,US,,imdbDisplay,,0.0,96,"Sep 23, 2011","$35,000,000","$28,087,155","$86,648,359"
217,tt1600195,5.1,72552,Abduction,Abduction,2011,106.0,"Action,Mystery,Thriller",2,abduction,US,,,,0.0,96,"Sep 23, 2011","$35,000,000","$28,087,155","$86,648,359"
218,tt2447982,5.2,10,Abduction,Abduction,2011,84.0,"Horror,Thriller",1,abduction,US,,,,0.0,96,"Sep 23, 2011","$35,000,000","$28,087,155","$86,648,359"
949,tt3587066,7.2,25,ADDicted,ADDicted,2017,109.0,Drama,1,addicted,US,,,,0.0,96,"Oct 10, 2014","$5,000,000","$17,390,770","$17,499,242"
948,tt2205401,5.2,7640,Addicted,Addicted,2014,106.0,"Drama,Thriller",8,addicted,US,,,,0.0,96,"Oct 10, 2014","$5,000,000","$17,390,770","$17,499,242"
346,tt1147681,4.7,129,After,After,2014,99.0,"Drama,Mystery",2,after,US,,,,0.0,2,"Dec 31, 2012","$650,000",$0,$0
345,tt1799508,5.5,4881,After,After,2012,90.0,"Drama,Fantasy,Mystery",4,after,US,,,,0.0,2,"Dec 31, 2012","$650,000",$0,$0
344,tt4126476,5.6,7699,After,After,2019,105.0,"Drama,Romance",8,after,US,,imdbDisplay,,0.0,2,"Dec 31, 2012","$650,000",$0,$0
1070,tt6139732,7.4,57549,Aladdin,Aladdin,2019,128.0,"Adventure,Comedy,Family",13,aladdin,US,,imdbDisplay,,0.0,33,"Nov 11, 1992","$28,000,000","$217,350,219","$504,050,219"
1069,tt6139732,7.4,57549,Aladdin,Aladdin,2019,128.0,"Adventure,Comedy,Family",13,aladdin,US,,imdbDisplay,,0.0,81,"May 24, 2019","$182,000,000","$246,734,314","$619,234,314"
476,tt1014759,6.5,358813,Alice in Wonderland,Alice in Wonderland,2010,108.0,"Adventure,Family,Fantasy",23,aliceinwonderland,US,,,IMAX version,0.0,60,"Jul 28, 1951","$3,000,000",$0,$0
477,tt2049386,6.5,6,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",1,aliceinwonderland,US,,,,0.0,51,"Mar 5, 2010","$200,000,000","$334,191,110","$1,025,491,110"
478,tt2049386,6.5,6,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",1,aliceinwonderland,US,,,,0.0,60,"Jul 28, 1951","$3,000,000",$0,$0
475,tt1014759,6.5,358813,Alice in Wonderland,Alice in Wonderland,2010,108.0,"Adventure,Family,Fantasy",23,aliceinwonderland,US,,,IMAX version,0.0,51,"Mar 5, 2010","$200,000,000","$334,191,110","$1,025,491,110"
103,tt1179056,5.2,85497,A Nightmare on Elm Street,A Nightmare on Elm Street,2010,95.0,"Crime,Drama,Horror",19,anightmareonelmstreet,US,,working,,0.0,49,"Apr 30, 2010","$35,000,000","$63,075,011","$117,729,621"
104,tt1179056,5.2,85497,A Nightmare on Elm Street,A Nightmare on Elm Street,2010,95.0,"Crime,Drama,Horror",19,anightmareonelmstreet,US,,working,,0.0,17,"Nov 9, 1984","$1,800,000","$25,504,513","$25,504,513"
67,tt4898888,6.3,285,Anna,Per amor vostro,2015,110.0,Drama,7,anna,US,,festival,,0.0,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
66,tt6427854,2.4,341,Anna,Anna,2017,97.0,Horror,1,anna,US,,,,0.0,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
65,tt1715336,6.5,19733,Anna,Anna,2013,99.0,"Drama,Mystery,Sci-Fi",5,anna,US,,working,,0.0,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
1188,tt1533013,6.6,6058,Beautiful Boy,Beautiful Boy,2010,100.0,Drama,1,beautifulboy,US,,,,0.0,95,"Oct 12, 2018","$25,000,000","$7,634,767","$13,031,424"
1187,tt1226837,7.3,30368,Beautiful Boy,Beautiful Boy,2018,120.0,"Biography,Drama",18,beautifulboy,US,,imdbDisplay,,0.0,95,"Oct 12, 2018","$25,000,000","$7,634,767","$13,031,424"
1164,tt2771200,7.2,238325,Beauty and the Beast,Beauty and the Beast,2017,129.0,"Family,Fantasy,Musical",5,beautyandthebeast,US,,imdbDisplay,,0.0,86,"Nov 13, 1991","$20,000,000","$376,057,266","$608,431,132"
1163,tt2771200,7.2,238325,Beauty and the Beast,Beauty and the Beast,2017,129.0,"Family,Fantasy,Musical",5,beautyandthebeast,US,,imdbDisplay,,0.0,35,"Mar 17, 2017","$160,000,000","$504,014,165","$1,259,199,706"
1092,tt1980929,7.4,129884,Begin Again,Begin Again,2013,104.0,"Comedy,Drama,Music",33,beginagain,US,,imdbDisplay,,0.0,91,"Jun 27, 2014","$8,000,000","$16,170,632","$68,838,736"
1091,tt1945037,7.0,57,Begin Again,Begin Again,2013,68.0,"Drama,Family",1,beginagain,US,,,,0.0,91,"Jun 27, 2014","$8,000,000","$16,170,632","$68,838,736"
1373,tt2638144,5.7,37975,Ben-Hur,Ben-Hur,2016,123.0,"Action,Adventure,Drama",16,benhur,US,,imdbDisplay,,0.0,8,"Nov 18, 1959","$15,000,000","$73,000,000","$73,259,017"
1372,tt2638144,5.7,37975,Ben-Hur,Ben-Hur,2016,123.0,"Action,Adventure,Drama",16,benhur,US,,imdbDisplay,,0.0,23,"Aug 19, 2016","$95,000,000","$26,410,477","$91,669,648"
1095,tt1984120,6.4,25,Black Hat,Black Hat,2011,,"Action,Thriller,Western",1,blackhat,US,,,,0.0,47,"Jan 16, 2015","$70,000,000","$8,005,980","$19,665,004"
1096,tt2717822,5.4,48427,Blackhat,Blackhat,2015,133.0,"Action,Crime,Thriller",12,blackhat,US,,imdbDisplay,,0.0,47,"Jan 16, 2015","$70,000,000","$8,005,980","$19,665,004"
300,tt6857166,6.1,18728,Book Club,Book Club,2018,104.0,"Comedy,Drama,Romance",20,bookclub,US,,imdbDisplay,,0.0,43,"May 18, 2018","$10,000,000","$68,566,296","$91,113,683"
299,tt4727712,6.6,9,Book Club,Book Club,2015,72.0,Documentary,1,bookclub,US,,,,0.0,43,"May 18, 2018","$10,000,000","$68,566,296","$91,113,683"
1800,tt3125566,1.6,23,Boomtown,Boomtown,2013,,Western,1,boomtown,US,,,,0.0,2,"Aug 30, 1940","$2,000,000","$9,172,000","$9,172,000"
1801,tt4616802,5.7,43,Boomtown,Boomtown,2017,91.0,Drama,1,boomtown,US,,,,0.0,2,"Aug 30, 1940","$2,000,000","$9,172,000","$9,172,000"
1602,tt3262990,6.7,1587,Brotherly Love,Brotherly Love,2015,89.0,Drama,3,brotherlylove,US,,,,0.0,8,"Apr 24, 2015","$1,900,000","$478,595","$478,595"
1603,tt6096190,5.8,48,Brotherly Love,Brotherly Love,2017,118.0,Drama,1,brotherlylove,US,,,,0.0,8,"Apr 24, 2015","$1,900,000","$478,595","$478,595"
740,tt5741008,5.7,15,Bully,Bully,2018,83.0,Comedy,1,bully,US,,,,0.0,79,"Jul 13, 2001","$2,100,000","$881,824","$1,381,824"
739,tt6949172,7.9,9,Bully,Bully,2017,58.0,"Drama,Musical",1,bully,US,,,,0.0,79,"Jul 13, 2001","$2,100,000","$881,824","$1,381,824"
741,tt1682181,7.4,9597,Bully,Bully,2011,98.0,Documentary,3,bully,US,,imdbDisplay,,0.0,79,"Jul 13, 2001","$2,100,000","$881,824","$1,381,824"
738,tt2353867,6.3,13,Bully,Bully,2012,112.0,Music,1,bully,US,,,,0.0,79,"Jul 13, 2001","$2,100,000","$881,824","$1,381,824"
1730,tt1106860,6.0,8605,Ca$h,Ca$h,2010,108.0,"Crime,Thriller",11,cah,US,,,,0.0,59,"Mar 26, 2010","$7,000,000","$46,488","$46,488"
1729,tt1106860,6.0,8605,Ca$h,Ca$h,2010,108.0,"Crime,Thriller",11,cah,US,,,,0.0,32,"Dec 31, 2008","$13,700,000",$0,"$11,738,256"
793,tt3860916,6.3,27339,Cargo,Cargo,2017,105.0,"Drama,Horror,Sci-Fi",7,cargo,US,,imdbDisplay,,0.0,73,"Oct 21, 2011","$4,200,000",$0,"$313,230"
794,tt6068554,3.0,311,[Cargo],[Cargo],2018,80.0,"Crime,Thriller",1,cargo,US,,,,0.0,73,"Oct 21, 2011","$4,200,000",$0,"$313,230"
795,tt6680792,3.5,395,CarGo,CarGo,2017,96.0,"Adventure,Animation,Family",1,cargo,US,,,alternative spelling,0.0,73,"Oct 21, 2011","$4,200,000",$0,"$313,230"
796,tt1507261,5.2,454,Cargo,Cargo,2011,85.0,Drama,3,cargo,US,,,,0.0,73,"Oct 21, 2011","$4,200,000",$0,"$313,230"
261,tt1939659,5.9,125424,Carrie,Carrie,2013,100.0,"Drama,Horror",12,carrie,US,,,,0.0,16,"Nov 16, 1976","$1,800,000","$25,878,153","$25,878,153"
260,tt1939659,5.9,125424,Carrie,Carrie,2013,100.0,"Drama,Horror",12,carrie,US,,,,0.0,26,"Oct 18, 2013","$30,000,000","$35,266,619","$82,409,520"
544,tt1675846,4.7,27,Checkmate,Checkmate,2010,121.0,"Drama,Mystery",1,checkmate,US,,,,0.0,17,"Sep 8, 2015","$1,500,000",$0,$0
543,tt3781616,2.9,931,Checkmate,Checkmate,2015,102.0,"Action,Crime,Thriller",2,checkmate,US,,working,,0.0,17,"Sep 8, 2015","$1,500,000",$0,$0
1419,tt1661199,6.9,142792,Cinderella,Cinderella,2015,105.0,"Drama,Family,Fantasy",37,cinderella,US,,imdbDisplay,,0.0,13,"Mar 13, 2015","$95,000,000","$201,151,353","$534,551,353"
1420,tt1661199,6.9,142792,Cinderella,Cinderella,2015,105.0,"Drama,Family,Fantasy",37,cinderella,US,,imdbDisplay,,0.0,76,"Feb 15, 1950","$2,900,000","$85,000,000","$263,591,415"
1556,tt1129412,3.4,610,Circle,Circle,2010,88.0,"Horror,Thriller",6,circle,US,,dvd,,0.0,69,"Aug 27, 2010","$2,000,000","$10,024","$10,024"
1557,tt3118452,6.0,30645,Circle,Circle,2015,87.0,"Drama,Mystery,Sci-Fi",8,circle,US,,,,0.0,69,"Aug 27, 2010","$2,000,000","$10,024","$10,024"
1178,tt0800320,5.8,256176,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",3,clashofthetitans,US,,imdbDisplay,,0.0,51,"Jun 12, 1981","$15,000,000","$30,000,000","$44,400,000"
1177,tt0800320,5.8,256176,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",3,clashofthetitans,US,,imdbDisplay,,0.0,72,"Apr 1, 2010","$125,000,000","$163,214,888","$493,214,888"
1472,tt4338136,6.4,21,Closure,Closure,2015,62.0,Drama,1,closure,US,,,,0.0,95,"Mar 17, 2015","$100,000",$0,$0
1473,tt1570983,5.5,95,Closure,Closure,2010,95.0,Thriller,3,closure,US,,,,0.0,95,"Mar 17, 2015","$100,000",$0,$0
1474,tt2405862,8.0,150,Closure,Closure,2013,76.0,"Adventure,Biography,Documentary",1,closure,US,,,,0.0,95,"Mar 17, 2015","$100,000",$0,$0
1475,tt7385812,7.9,15,Closure,Closure,2018,90.0,"Comedy,Drama",1,closure,US,,,,0.0,95,"Mar 17, 2015","$100,000",$0,$0
45,tt1230120,5.5,12,Collide,Collide,2010,,Action,1,collide,US,,,,0.0,13,"Feb 24, 2017","$29,200,000","$2,280,004","$5,466,698"
46,tt2126235,5.7,13288,Collide,Collide,2016,99.0,"Action,Crime,Thriller",8,collide,US,,imdbDisplay,,0.0,13,"Feb 24, 2017","$29,200,000","$2,280,004","$5,466,698"
423,tt0816462,5.2,90834,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",12,conanthebarbarian,US,,,,0.0,44,"May 14, 1982","$20,000,000","$38,264,085","$79,114,085"
422,tt0816462,5.2,90834,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",12,conanthebarbarian,US,,,,0.0,76,"Aug 19, 2011","$90,000,000","$21,295,021","$63,356,133"
442,tt2296697,5.7,3813,Concussion,Concussion,2013,96.0,Drama,5,concussion,US,,,,0.0,80,"Dec 25, 2015","$35,000,000","$34,531,832","$50,363,790"
443,tt3322364,7.1,77576,Concussion,Concussion,2015,123.0,"Biography,Drama,Sport",3,concussion,US,,,informal title,0.0,80,"Dec 25, 2015","$35,000,000","$34,531,832","$50,363,790"
1226,tt1244754,7.2,39771,Conviction,Conviction,2010,107.0,"Biography,Crime,Drama",13,conviction,US,,,,0.0,28,"Oct 15, 2010","$12,500,000","$6,797,696","$11,826,980"
1225,tt7799386,7.0,234,Conviction,Une intime conviction,2018,110.0,Drama,1,conviction,US,,imdbDisplay,,0.0,28,"Oct 15, 2010","$12,500,000","$6,797,696","$11,826,980"
1708,tt1632705,6.6,12,Creed,Creed,2010,77.0,Horror,1,creed,US,,,,0.0,91,"Nov 25, 2015","$37,000,000","$109,767,581","$173,567,581"
1709,tt3076658,7.6,224671,Creed,Creed,2015,133.0,"Drama,Sport",18,creed,US,,imdbDisplay,,0.0,91,"Nov 25, 2015","$37,000,000","$109,767,581","$173,567,581"
283,tt1327709,4.7,944,Cyrus,Cyrus,2010,87.0,"Crime,Horror,Mystery",6,cyrus,US,,,,0.0,27,"Jun 18, 2010","$7,000,000","$7,468,936","$10,062,896"
282,tt1336617,6.3,32457,Cyrus,Cyrus,2010,91.0,"Comedy,Drama,Romance",2,cyrus,US,,working,,0.0,27,"Jun 18, 2010","$7,000,000","$7,468,936","$10,062,896"
1825,tt1617630,5.5,105,Daddy's Home,Daddy's Home,2010,90.0,"Drama,Thriller",1,daddyshome,US,,,,0.0,88,"Dec 25, 2015","$50,000,000","$150,357,137","$242,757,137"
1824,tt1528854,6.2,96909,Daddy's Home,Daddy's Home,2015,96.0,Comedy,4,daddyshome,US,,working,,0.0,88,"Dec 25, 2015","$50,000,000","$150,357,137","$242,757,137"
568,tt1254978,5.1,201,Daylight,Daylight,2010,75.0,"Crime,Horror,Thriller",2,daylight,US,,working,,0.0,95,"Dec 6, 1996","$80,000,000","$32,908,290","$158,908,290"
569,tt2362036,4.1,397,Daylight,Daylight,2013,97.0,"Drama,Horror,Mystery",1,daylight,US,,,,0.0,95,"Dec 6, 1996","$80,000,000","$32,908,290","$158,908,290"
1102,tt1430811,4.8,396,Deadline,Deadline,2012,95.0,"Drama,Mystery,Thriller",1,deadline,US,,,,0.0,29,"Dec 31, 2009","$1,800,000",$0,$0
1101,tt2106383,6.7,347,Deadline,Deadline,2011,83.0,"Mystery,Thriller",1,deadline,US,,,,0.0,29,"Dec 31, 2009","$1,800,000",$0,$0
1256,tt1321509,5.7,42042,Death at a Funeral,Death at a Funeral,2010,92.0,Comedy,21,deathatafuneral,US,,,,0.0,64,"Apr 16, 2010","$21,000,000","$42,739,347","$48,977,233"
1257,tt1321509,5.7,42042,Death at a Funeral,Death at a Funeral,2010,92.0,Comedy,21,deathatafuneral,US,,,,0.0,53,"Aug 17, 2007","$20,000,000","$8,580,428","$46,790,428"
633,tt0990363,3.0,889,Detention,Detention,2010,81.0,"Horror,Thriller",3,detention,US,,,,0.0,45,"Apr 13, 2012","$10,000,000",$0,$0
634,tt1701990,5.8,14221,Detention,Detention,2011,93.0,"Comedy,Horror,Mystery",8,detention,US,,,,0.0,45,"Apr 13, 2012","$10,000,000",$0,$0
205,tt6705860,6.5,389,Diane,Diane,2018,95.0,Drama,2,diane,US,en,imdbDisplay,,0.0,98,"Jan 12, 1956","$2,660,000",$0,$0
206,tt3021984,4.6,127,Diane,Diane,2017,82.0,"Crime,Drama,Horror",4,diane,US,,,,0.0,98,"Jan 12, 1956","$2,660,000",$0,$0
1076,tt6960218,3.8,37,Do You Believe?,Do You Believe?,2017,71.0,"Fantasy,Horror",1,doyoubelieve,US,,,,0.0,60,"Mar 20, 2015","$2,300,000","$12,985,600","$14,304,931"
1075,tt4056738,6.1,6462,Do You Believe?,Do You Believe?,2015,120.0,Drama,4,doyoubelieve,US,,,,0.0,60,"Mar 20, 2015","$2,300,000","$12,985,600","$14,304,931"
816,tt3060772,9.0,5,Dragonfly,Dragonfly,2013,75.0,"Action,Adventure,Sci-Fi",1,dragonfly,US,,,,0.0,28,"Feb 22, 2002","$60,000,000","$30,063,805","$30,063,805"
815,tt3963812,4.8,104,Dragonfly,Dragonfly,2016,76.0,Drama,1,dragonfly,US,,,,0.0,28,"Feb 22, 2002","$60,000,000","$30,063,805","$30,063,805"
47,tt1232775,6.4,483,Drones,Drones,2010,98.0,Comedy,1,drones,US,,,,0.0,72,"Dec 31, 2010","$500,000",$0,$0
48,tt2179027,4.5,719,Drones,Drones,2013,82.0,Thriller,1,drones,US,,,,0.0,72,"Dec 31, 2010","$500,000",$0,$0
390,tt1783264,6.0,6,Elysium,Elysium,2010,,Drama,1,elysium,US,,,,0.0,92,"Aug 9, 2013","$120,000,000","$93,050,117","$286,192,091"
391,tt1535108,6.6,395572,Elysium,Elysium,2013,109.0,"Action,Drama,Sci-Fi",10,elysium,US,,imdbDisplay,,0.0,92,"Aug 9, 2013","$120,000,000","$93,050,117","$286,192,091"
505,tt1945044,4.5,5156,Exeter,Exeter,2015,91.0,"Horror,Mystery,Thriller",12,exeter,US,,,,0.0,49,"Sep 1, 2015","$25,000",$0,"$489,792"
506,tt2782686,5.7,61,Exeter,Exeter,2014,,Horror,1,exeter,US,,,,0.0,49,"Sep 1, 2015","$25,000",$0,"$489,792"
51,tt1511362,8.0,9,Fair Game?,Fair Game?,2010,,Documentary,1,fairgame,US,,,,0.0,90,"Nov 3, 1995","$50,000,000","$11,497,497","$26,097,497"
52,tt0977855,6.8,43862,Fair Game,Fair Game,2010,108.0,"Biography,Drama,Thriller",30,fairgame,US,,,,0.0,90,"Nov 3, 1995","$50,000,000","$11,497,497","$26,097,497"
2006,tt1502712,4.3,140148,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama",14,fantasticfour,US,,,fake working title,0.0,98,"Aug 7, 2015","$120,000,000","$56,117,548","$167,849,187"
2007,tt1502712,4.3,140148,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama",14,fantasticfour,US,,,fake working title,0.0,85,"Jul 8, 2005","$87,500,000","$154,696,080","$333,132,750"
693,tt3341072,6.2,2391,Firestorm,Fung bou,2013,118.0,"Action,Crime,Thriller",2,firestorm,US,,imdbDisplay,,0.0,47,"Jan 9, 1998","$19,000,000","$8,123,860","$8,123,860"
694,tt1436031,7.3,6,Firestorm,Firestorm,2010,54.0,Documentary,1,firestorm,US,,,,0.0,47,"Jan 9, 1998","$19,000,000","$8,123,860","$8,123,860"
600,tt1213641,7.4,120009,First Man,First Man,2018,141.0,"Biography,Drama,History",15,firstman,US,,imdbDisplay,,0.0,6,"Oct 12, 2018","$60,000,000","$44,936,545","$105,203,825"
601,tt7027210,6.6,186,First Man,First Man,2017,92.0,Documentary,1,firstman,US,,,,0.0,6,"Oct 12, 2018","$60,000,000","$44,936,545","$105,203,825"
1489,tt2039338,5.2,33752,Flatliners,Flatliners,2017,109.0,"Drama,Horror,Mystery",15,flatliners,US,,imdbDisplay,,0.0,28,"Aug 10, 1990","$26,000,000","$61,308,153","$61,308,153"
1490,tt2039338,5.2,33752,Flatliners,Flatliners,2017,109.0,"Drama,Horror,Mystery",15,flatliners,US,,imdbDisplay,,0.0,11,"Sep 29, 2017","$20,000,000","$16,883,115","$45,173,738"
680,tt2388050,6.0,440,Flipped,Flipped,2015,90.0,"Drama,Thriller",2,flipped,US,,,,0.0,22,"Aug 6, 2010","$14,000,000","$1,755,212","$4,289,993"
681,tt0817177,7.7,74937,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",17,flipped,US,,,,0.0,22,"Aug 6, 2010","$14,000,000","$1,755,212","$4,289,993"
222,tt1068242,5.9,43251,Footloose,Footloose,2011,113.0,"Comedy,Drama,Music",13,footloose,US,,imdbDisplay,,0.0,39,"Oct 14, 2011","$24,000,000","$51,802,742","$62,989,834"
223,tt1068242,5.9,43251,Footloose,Footloose,2011,113.0,"Comedy,Drama,Music",13,footloose,US,,imdbDisplay,,0.0,61,"Feb 17, 1984","$8,200,000","$80,000,000","$80,000,000"
304,tt5811154,5.0,76,Forsaken,Forsaken,2017,86.0,Thriller,4,forsaken,US,,,,0.0,54,"Feb 19, 2016","$18,000,000",$0,$0
305,tt5127300,2.1,502,Forsaken,Forsaken,2016,89.0,Horror,1,forsaken,US,,,,0.0,54,"Feb 19, 2016","$18,000,000",$0,$0
923,tt4086032,5.1,2089,Frankenstein,Frankenstein,2015,89.0,"Horror,Sci-Fi,Thriller",2,frankenstein,US,,,,0.0,3,"Nov 4, 1994","$45,000,000","$22,006,296","$112,006,296"
922,tt2286560,1.9,67,Frankenstein,Frankenstein,2011,82.0,"Drama,Horror",1,frankenstein,US,,,,0.0,3,"Nov 4, 1994","$45,000,000","$22,006,296","$112,006,296"
921,tt1795369,9.0,1832,Frankenstein,National Theatre Live: Frankenstein,2011,130.0,Drama,2,frankenstein,US,,imdbDisplay,,0.0,3,"Nov 4, 1994","$45,000,000","$22,006,296","$112,006,296"
144,tt2028482,7.0,24,Freedom,Freedom,2011,88.0,Documentary,1,freedom,US,,,,0.0,69,"Jun 5, 2015","$14,500,000",$0,"$872,757"
145,tt2584018,6.2,1371,Freedom,Freedom,2014,94.0,"Drama,Music",11,freedom,US,,,,0.0,69,"Jun 5, 2015","$14,500,000",$0,"$872,757"
524,tt2353965,5.9,16,Frequency,Distraction,2012,60.0,"Sci-Fi,Thriller",1,frequency,US,,,,0.0,31,"Apr 28, 2000","$31,000,000","$44,983,704","$68,079,671"
525,tt3971092,6.3,30,Frequency,Frequency,2014,,Sci-Fi,1,frequency,US,,,,0.0,31,"Apr 28, 2000","$31,000,000","$44,983,704","$68,079,671"
642,tt2294629,7.5,516998,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy",27,frozen,US,,,,0.0,56,"Nov 22, 2013","$150,000,000","$400,738,009","$1,272,469,910"
641,tt1323045,6.2,62311,Frozen,Frozen,2010,93.0,"Adventure,Drama,Sport",14,frozen,US,,,,0.0,56,"Nov 22, 2013","$150,000,000","$400,738,009","$1,272,469,910"
1858,tt1655400,5.8,229,Ghost,Gôsuto,2010,115.0,"Drama,Fantasy,Mystery",5,ghost,US,,alternative,,0.0,5,"Jul 13, 1990","$22,000,000","$217,631,306","$517,600,000"
1857,tt2231231,6.7,102,G.H.O.S.T.,G.H.O.S.T.,2012,83.0,"Family,Horror,Thriller",1,ghost,US,,,,0.0,5,"Jul 13, 1990","$22,000,000","$217,631,306","$517,600,000"
1947,tt1289401,5.2,186788,Ghostbusters,Ghostbusters,2016,116.0,"Action,Comedy,Fantasy",19,ghostbusters,US,,working,,0.0,36,"Jun 8, 1984","$30,000,000","$242,212,467","$295,212,467"
1946,tt1289401,5.2,186788,Ghostbusters,Ghostbusters,2016,116.0,"Action,Comedy,Fantasy",19,ghostbusters,US,,working,,0.0,4,"Jul 15, 2016","$144,000,000","$128,350,574","$229,008,658"
699,tt6823368,6.8,133793,Glass,Glass,2019,129.0,"Drama,Sci-Fi,Thriller",17,glass,US,,imdbDisplay,,0.0,100,"Jan 18, 2019","$20,000,000","$111,035,005","$245,303,505"
700,tt4598720,8.2,84,Glass,Glass,2016,71.0,"Drama,Mystery,Thriller",1,glass,US,,,,0.0,100,"Jan 18, 2019","$20,000,000","$111,035,005","$245,303,505"
1778,tt0831387,6.4,350687,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",25,godzilla,US,,,,0.0,74,"May 19, 1998","$125,000,000","$136,314,294","$376,000,000"
1777,tt0831387,6.4,350687,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",25,godzilla,US,,,,0.0,41,"May 16, 2014","$160,000,000","$200,676,069","$529,076,069"
963,tt2963344,6.0,176,Grace,Grace,2014,95.0,Drama,5,grace,US,,,,0.0,80,"Aug 14, 2009","$5,000,000","$8,297","$8,297"
964,tt6163142,7.3,52,Grace,Grace,2018,90.0,"Comedy,Crime,Romance",1,grace,US,,,,0.0,80,"Aug 14, 2009","$5,000,000","$8,297","$8,297"
1916,tt1502407,6.6,88395,Halloween,Halloween,2018,106.0,"Horror,Thriller",10,halloween,US,,working,,0.0,37,"Oct 17, 1978","$325,000","$47,000,000","$70,000,000"
1915,tt1502407,6.6,88395,Halloween,Halloween,2018,106.0,"Horror,Thriller",10,halloween,US,,working,,0.0,36,"Oct 19, 2018","$10,000,000","$159,342,015","$254,900,667"
1914,tt1502407,6.6,88395,Halloween,Halloween,2018,106.0,"Horror,Thriller",10,halloween,US,,working,,0.0,15,"Aug 31, 2007","$15,000,000","$58,269,151","$77,514,401"
620,tt4476736,8.6,1587,Hamlet,National Theatre Live: Hamlet,2015,217.0,Drama,6,hamlet,US,,imdbDisplay,,0.0,32,"Dec 25, 1996","$18,000,000","$4,501,094","$7,129,670"
621,tt4476736,8.6,1587,Hamlet,National Theatre Live: Hamlet,2015,217.0,Drama,6,hamlet,US,,imdbDisplay,,0.0,34,"May 12, 2000","$2,000,000","$1,577,287","$2,419,669"
1292,tt3276924,6.1,24740,Heist,Heist,2015,93.0,"Action,Crime,Thriller",7,heist,US,,,,0.0,25,"Nov 13, 2015","$8,900,000","$50,136","$3,324,131"
1294,tt5112932,6.4,5,Heist,Heist,2015,47.0,Action,1,heist,US,,,,0.0,25,"Nov 13, 2015","$8,900,000","$50,136","$3,324,131"
1293,tt5112932,6.4,5,Heist,Heist,2015,47.0,Action,1,heist,US,,,,0.0,4,"Nov 9, 2001","$35,000,000","$23,483,357","$28,906,817"
1291,tt3276924,6.1,24740,Heist,Heist,2015,93.0,"Action,Crime,Thriller",7,heist,US,,,,0.0,4,"Nov 9, 2001","$35,000,000","$23,483,357","$28,906,817"
1675,tt2274648,5.4,19534,Hellboy,Hellboy,2019,120.0,"Action,Adventure,Fantasy",22,hellboy,US,,imdbDisplay,,0.0,77,"Apr 12, 2019","$50,000,000","$21,903,748","$40,725,492"
1674,tt2274648,5.4,19534,Hellboy,Hellboy,2019,120.0,"Action,Adventure,Fantasy",22,hellboy,US,,imdbDisplay,,0.0,84,"Apr 2, 2004","$60,000,000","$59,623,958","$99,823,958"
108,tt1267297,6.0,137287,Hercules,Hercules,2014,98.0,"Action,Adventure,Fantasy",18,hercules,US,,imdbDisplay,,0.0,84,"Jul 25, 2014","$100,000,000","$72,688,614","$243,388,614"
109,tt1267297,6.0,137287,Hercules,Hercules,2014,98.0,"Action,Adventure,Fantasy",18,hercules,US,,imdbDisplay,,0.0,8,"Jun 13, 1997","$70,000,000","$99,112,101","$250,700,000"
5,tt1212419,6.5,87288,Hereafter,Hereafter,2010,129.0,"Drama,Fantasy,Romance",4,hereafter,US,,,,0.0,61,"Oct 15, 2010","$50,000,000","$32,746,941","$108,660,270"
